Employee_No,Title,Gender,Marital_Status,Date_Joined,Date_Resigned,Status,Inactive_Date,Employment_Category,Employment_Type,Religion,Designation,Year_of_Birth,Average_work_Time,Average_late_hours,Average_leave_early_hours,Project_Codes,absent count,Average Salary
1852,Mr,Male,Married,6/14/2021,4/8/2022,Inactive,4/8/2022,Labour,Contarct Basis,Buddhist,Mason,1977.0,9.41,-0.23,-0.18,{179.2},0.0,37448.0
1854,Mr,Male,Married,6/14/2021,4/8/2022,Inactive,4/8/2022,Labour,Contarct Basis,Buddhist,Mason,1969.0,9.37,-0.23,-0.14,{179.2},0.0,35493.0
1855,Mr,Male,Married,6/15/2021,4/11/2022,Inactive,4/11/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981.0,9.66,-0.36,-0.3,{179.2},0.0,29895.0
1857,Mr,Male,Single,6/1/2021,2/15/2022,Inactive,2/15/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,2003.0,10.09,-0.54,-0.55,{196.0},3.0,19247.0
1860,Mr,Male,Single,6/2/2021,4/9/2022,Inactive,4/9/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,2002.0,10.44,-0.38,-0.95,{196.0},6.0,26067.0
1861,Mr,Male,Single,6/2/2021,1/3/2022,Inactive,1/3/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,2002.0,10.74,-0.6,-0.99,{196.0},7.0,26335.0
1862,Mr,Male,Married,6/2/2021,6/16/2022,Inactive,6/16/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994.0,10.59,-0.67,-0.82,{196.0},5.0,27245.0
1863,Mr,Male,Married,6/3/2021,6/17/2022,Inactive,6/17/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1958.0,10.8,-0.45,-1.35,{196.0},3.0,27981.0
1865,Mr,Male,Married,6/3/2021,\N,Active,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1962.0,10.18,-0.71,-0.47,{196.0},9.0,28363.0
1867,Mr,Male,Married,6/5/2021,4/9/2022,Inactive,4/9/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1963.0,10.19,-0.79,-0.4,{196.0},2.0,24308.0
1873,Mr,Male,Married,6/14/2021,12/31/2021,Inactive,12/31/2021,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1998.0,10.2,-0.46,-0.74,{196.0},7.0,26869.0
1874,Mr,Male,Single,6/14/2021,2/23/2022,Inactive,2/23/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001.0,10.4,-0.41,-0.99,{196.0},4.0,9681.0
1878,Mr,Male,Married,6/14/2021,4/9/2022,Inactive,4/9/2022,Labour,Contarct Basis,Buddhist,Fitter,1998.0,10.25,-0.24,-1.02,{196.0},7.0,37182.0
1881,Mr,Male,Married,6/15/2021,10/31/2021,Inactive,10/31/2021,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971.0,9.91,-0.25,-0.65,{196.0},7.0,22619.0
1886,Mr,Male,Married,6/18/2021,4/30/2022,Inactive,4/30/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1968.0,9.87,-0.86,-0.01,{179.2},0.0,25330.0
1890,Mr,Male,Married,6/21/2021,3/30/2022,Inactive,3/30/2022,Labour,Contarct Basis,Hindu,Unskilled Labor,1978.0,9.53,-0.36,-0.17,{179.2},1.0,24632.0
1892,Mr,Male,Married,6/4/2021,3/30/2022,Inactive,3/30/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1962.0,9.92,-0.42,-0.5,{193.0},1.0,20905.0
1899,Mr,Male,Married,6/15/2021,\N,Active,\N,Labour,Contarct Basis,Buddhist,Driver - cab,1965.0,10.58,-0.59,-0.79,{193.0},6.0,29481.0
1902,Mr,Male,Married,6/17/2021,4/30/2022,Inactive,4/30/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1965.0,10.12,-0.66,-0.46,{193.0},0.0,22316.0
1903,Mr,Male,Married,6/18/2021,6/4/2022,Inactive,6/4/2022,Labour,Contarct Basis,Buddhist,Fitter,1961.0,9.81,-0.31,-0.5,{193.0},0.0,32429.0
1904,Ms,Female,Married,6/23/2021,3/16/2022,Inactive,3/16/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1998.0,10.41,-0.22,-1.19,{193.0},1.0,13577.0
1906,Mr,Male,Married,6/7/2021,10/31/2021,Inactive,10/31/2021,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972.0,10.09,-0.45,-0.64,{193.0},0.0,15173.0
1909,Mr,Male,Married,6/2/2021,3/31/2022,Inactive,3/31/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1962.0,10.01,-0.42,-0.58,{193.0},1.0,22353.0
1916,Mr,Male,Married,6/30/2021,3/26/2022,Inactive,3/26/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1967.0,9.31,-0.23,-0.09,{179.2},0.0,23168.0
1917,Mr,Male,Married,6/28/2021,4/1/2022,Inactive,4/1/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1983.0,9.64,-0.49,-0.15,{179.2},0.0,22664.0
1918,Mr,Male,Married,6/18/2021,2/28/2022,Inactive,2/28/2022,Staff,Contarct Basis,Buddhist,Assistant manager - HR,1990.0,9.01,-0.1,-0.8,{1.0},4.0,71746.0
1920,Mr,Male,Married,6/28/2021,4/7/2022,Inactive,4/7/2022,Labour,Contarct Basis,Buddhist,Mason,1974.0,9.65,-0.48,-0.17,{179.2},0.0,43053.0
1926,Mr,Male,Married,7/1/2021,\N,Active,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1959.0,10.92,-1.08,-0.84,"{179.1, 179.2, 197.0}",8.0,35222.0
1931,Mr,Male,Married,6/29/2021,\N,Active,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1994.0,9.15,0.25,-1.04,"{179.2, 196.0, 179.1}",4.0,74405.0
1932,Mr,Male,Married,7/2/2021,3/31/2022,Inactive,3/31/2022,Labour,Contarct Basis,Buddhist,Mason,1969.0,9.84,-0.37,-0.47,{193.0},1.0,29275.0
1935,Mr,Male,Single,7/5/2021,3/29/2022,Inactive,3/29/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001.0,9.7,-0.68,-0.02,{179.2},0.0,21940.0
1936,Mr,Male,Married,7/1/2021,2/26/2022,Inactive,2/26/2022,Labour,Contarct Basis,Buddhist,Driver,1988.0,9.45,-0.07,-0.39,{196.0},6.0,26020.0
1938,Mr,Male,Married,6/1/2021,6/4/2022,Inactive,6/4/2022,Labour,Contarct Basis,Buddhist,Mason,1982.0,9.92,-0.4,-0.52,{193.0},1.0,42201.0
1941,Mr,Male,Single,7/8/2021,2/23/2022,Inactive,2/23/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001.0,10.24,-0.36,-0.89,{196.0},6.0,15027.0
1947,Ms,Female,Single,7/12/2021,12/31/2021,Inactive,12/31/2021,Labour,Contarct Basis,Buddhist,Data Colector,1998.0,8.39,-0.15,0.75,{179.1},0.0,8000.0
1952,Mr,Male,Married,4/1/2021,6/30/2022,Inactive,6/30/2022,Management,Contarct Basis,Buddhist,IT Consultant,1993.0,7.23,1.72,-0.45,{1.0},0.0,NA
1954,Mr,Male,Married,7/14/2021,12/31/2021,Inactive,12/31/2021,Labour,Contarct Basis,Buddhist,Unskilled Labor,1954.0,9.18,-0.23,0.05,{179.2},0.0,16677.0
1955,Mr,Male,Single,7/15/2021,4/21/2022,Inactive,4/21/2022,Labour,Contarct Basis,Buddhist,Surveyor Helper,1995.0,8.69,-0.03,0.35,{179.1},3.0,13937.0
1957,Ms,Female,Single,7/15/2021,11/30/2022,Inactive,11/30/2022,Staff,Contarct Basis,Buddhist,Data Entry Executive,1998.0,8.55,-0.19,-0.0,"{179.2, 179.1}",2.0,24906.0
1959,Mr,Male,Married,7/14/2021,\N,Active,\N,Staff,Contarct Basis,Buddhist,Junior Technical Officer,1991.0,10.58,0.86,-3.66,"{201.0, 198.1}",19.0,43014.0
1960,Mr,Male,Married,7/7/2021,10/1/2021,Inactive,10/1/2021,Staff,Contarct Basis,Buddhist,Driver,1975.0,10.89,0.67,-4.04,"{203.0, 190.0}",2.0,29000.0
1961,Mr,Male,Single,7/12/2021,\N,Active,\N,Staff,Contarct Basis,Muslim,Planning Engineer,1994.0,8.28,0.01,-0.3,{1.0},1.0,95102.0
1962,Mr,Male,Married,7/16/2021,7/21/2021,Inactive,7/21/2021,Staff,Contarct Basis,Buddhist,Store Keeper,1979.0,7.89,-0.16,-0.06,{179.2},0.0,NA
1964,Mr,Male,Married,7/16/2021,\N,Active,\N,Staff,Contarct Basis,Buddhist,Project Manager,1986.0,9.57,0.11,-1.24,"{179.2, 196.0, 179.1}",2.0,279185.0
1965,Mr,Male,Married,7/19/2021,2/8/2022,Inactive,2/8/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1974.0,9.27,-0.24,-0.03,{179.2},1.0,16820.0
1967,Mr,Male,Married,7/19/2021,7/21/2021,Inactive,7/21/2021,Staff,Contarct Basis,Buddhist,Store Keeper,1969.0,6.36,0.64,2.0,{189.0},0.0,NA
1969,Mr,Male,Single,7/20/2021,12/21/2021,Inactive,12/21/2021,Staff,Contarct Basis,Buddhist,Assistant QS,1994.0,8.5,-0.09,-0.42,{1.0},0.0,21562.0
1970,Mr,Male,Married,7/19/2021,4/8/2022,Inactive,4/8/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1958.0,9.43,-0.24,-0.2,{179.2},0.0,18245.0
1975,Mr,Male,Married,7/1/2021,6/10/2022,Inactive,6/10/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1978.0,12.84,2.23,1.65,"{198.1, 198.0}",10.0,37212.0
1976,Mr,Male,Single,7/26/2021,12/4/2021,Inactive,12/4/2021,Staff,Contarct Basis,Buddhist,Junior Technical Officer,1996.0,12.82,0.71,-5.54,{201.0},1.0,10258.0
1985,Mr,Male,Single,7/28/2021,12/7/2021,Inactive,12/7/2021,Staff,Contarct Basis,Hindu,Engineer Assistant,1994.0,11.87,0.6,-5.27,{199.1},0.0,39265.0
1987,Mr,Male,Married,7/30/2021,12/31/2021,Inactive,12/31/2021,Labour,Contarct Basis,Buddhist,Unskilled Labor,1974.0,9.25,-0.35,0.1,{179.2},2.0,18556.0
1988,Mr,Male,Married,7/29/2021,2/21/2022,Inactive,2/21/2022,Labour,Contarct Basis,Buddhist,Operator - JCB,1994.0,10.18,-0.42,-0.75,{189.0},3.0,47564.0
1993,Mr,Male,Married,8/2/2021,12/31/2021,Inactive,12/31/2021,Labour,Contarct Basis,Muslim,Mason,1980.0,9.61,-0.58,-0.03,{179.2},0.0,36425.0
1996,Ms,Female,Single,7/30/2021,5/9/2022,Inactive,5/9/2022,Labour,Contarct Basis,Buddhist,Data Colector,1995.0,8.53,-0.05,0.52,{179.1},0.0,13000.0
1998,Ms,Female,Single,8/2/2021,4/22/2022,Inactive,4/22/2022,Labour,Contarct Basis,Buddhist,Data Colector,1995.0,8.32,-0.08,0.77,{179.1},0.0,13766.0
2000,Mr,Male,Married,8/2/2021,12/9/2021,Inactive,12/9/2021,Staff,Contarct Basis,Buddhist,Assistant Accountant,1987.0,8.62,0.18,-0.68,{1.0},1.0,53553.0
2001,Mr,Male,Single,8/2/2021,8/3/2021,Inactive,8/3/2021,Staff,Contarct Basis,Buddhist,Site Engineer,1993.0,9.78,-0.5,-0.78,{203.0},0.0,NA
2002,Mr,Male,Single,8/2/2021,1/21/2022,Inactive,1/21/2022,Staff,Contarct Basis,Buddhist,Engineer Assistant,1991.0,10.44,0.4,-3.29,{201.0},2.0,52977.0
2006,Mr,Male,Married,7/30/2021,11/15/2022,Inactive,11/15/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1969.0,10.65,-0.38,-1.02,{201.0},7.0,34789.0
2007,Mr,Male,Married,8/3/2021,4/30/2022,Inactive,4/30/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971.0,10.25,-1.13,-0.11,{179.2},1.0,26422.0
2009,Mr,Male,Married,7/28/2021,11/11/2021,Inactive,11/11/2021,Staff,Contarct Basis,Buddhist,Lab Technician,1991.0,10.68,0.7,-4.18,{201.0},1.0,13161.0
2010,Mr,Male,Single,8/5/2021,\N,Active,\N,Staff,Contarct Basis,Buddhist,Engineer Assistant,1995.0,10.96,1.15,-4.63,{201.0},18.0,65065.0
2013,Ms,Female,Married,8/2/2021,\N,Active,\N,Labour,Contarct Basis,Buddhist,Document Controller,1982.0,9.91,0.23,-1.14,"{201.0, 198.1}",15.0,36870.0
2016,Mr,Male,Single,8/8/2021,2/25/2022,Inactive,2/25/2022,Labour,Contarct Basis,Hindu,Unskilled Labor,1997.0,12.06,-0.43,-2.49,{201.0},0.0,44774.0
2017,Mr,Male,Married,8/9/2021,\N,Active,\N,Staff,Contarct Basis,Buddhist,Project Manager,1967.0,10.3,0.48,-2.96,"{202.0, 197.0}",2.0,283348.0
2018,Mr,Male,Single,8/9/2021,8/13/2021,Inactive,8/13/2021,Staff,Contarct Basis,Buddhist,Technical Officer,1996.0,NA,NA,NA,NA,NA,NA
2019,Mr,Male,Married,8/9/2021,\N,Active,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1990.0,9.12,0.5,-1.35,{203.0},11.0,58142.0
2020,Mr,Male,Married,8/10/2021,5/19/2022,Inactive,5/19/2022,Labour,Contarct Basis,Muslim,Unskilled Labor,1964.0,9.51,-0.31,-0.2,{179.2},0.0,26280.0
2023,Mr,Male,Married,8/11/2021,5/5/2022,Inactive,5/5/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1969.0,9.3,-0.17,-0.13,{179.2},0.0,20810.0
2024,Mr,Male,Married,8/11/2021,2/7/2022,Inactive,2/7/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1984.0,9.26,-0.15,-0.11,{179.2},0.0,19925.0
2027,Ms,Female,Single,8/11/2021,7/14/2022,Inactive,7/14/2022,Staff,Contarct Basis,Buddhist,Planning Engineer cum QAQC,1996.0,9.52,0.18,-1.51,{203.0},6.0,71984.0
2031,Mr,Male,Married,8/13/2021,10/23/2021,Inactive,10/23/2021,Labour,Contarct Basis,Hindu,Cook,1985.0,12.0,-1.38,-1.62,{195.0},0.0,31735.0
2033,Mr,Male,Married,8/13/2021,4/5/2022,Inactive,4/5/2022,Labour,Contarct Basis,Buddhist,Mason,1996.0,9.52,-0.31,-0.21,{179.2},0.0,38505.0
2034,Mr,Male,Married,8/13/2021,5/5/2022,Inactive,5/5/2022,Labour,Contarct Basis,Buddhist,Mason,1990.0,9.57,-0.29,-0.28,{179.2},0.0,33080.0
2036,Mr,Male,Married,8/17/2021,\N,Active,\N,Staff,Contarct Basis,Buddhist,Planning Executive,1982.0,10.07,-0.52,-1.72,"{1.0, 196.0}",3.0,121615.0
2040,Mr,Male,Married,8/19/2021,4/30/2022,Inactive,4/30/2022,Staff,Contarct Basis,Buddhist,Assistant QS,1995.0,9.86,0.24,-2.0,{203.0},3.0,62575.0
2043,Mr,Male,Single,8/17/2021,10/31/2021,Inactive,10/31/2021,Labour,Contarct Basis,Buddhist,Unskilled Labor,1993.0,9.67,-0.0,-0.67,{193.0},2.0,21327.0
2044,Mr,Male,Married,8/20/2021,5/9/2022,Inactive,5/9/2022,Labour,Contarct Basis,Buddhist,Mason,1963.0,9.98,-0.87,-0.11,{179.2},0.0,40930.0
2045,Mr,Male,Married,8/20/2021,6/6/2022,Inactive,6/6/2022,Labour,Contarct Basis,Buddhist,Mason,1968.0,10.06,-0.86,-0.2,{179.2},0.0,40436.0
2048,Mr,Male,Married,8/21/2021,4/2/2022,Inactive,4/2/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1991.0,9.61,-0.29,-0.33,{179.2},0.0,21091.0
2049,Mr,Male,Single,8/21/2021,5/9/2022,Inactive,5/9/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1991.0,9.32,-0.23,-0.09,{179.2},0.0,24172.0
2050,Mr,Male,Married,8/21/2021,4/2/2022,Inactive,4/2/2022,Labour,Contarct Basis,Buddhist,Mason,1975.0,9.44,-0.29,-0.15,{179.2},0.0,40313.0
2053,Mr,Male,Married,8/21/2021,11/30/2022,Inactive,11/30/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1974.0,10.24,-0.64,-0.59,"{179.2, 196.0, 179.1}",4.0,30645.0
2054,Mr,Male,Married,8/23/2021,4/30/2022,Inactive,4/30/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1966.0,9.93,-0.83,-0.1,{179.2},0.0,26591.0
2057,Mr,Male,Married,8/23/2021,5/7/2022,Inactive,5/7/2022,Labour,Permanant,Buddhist,Unskilled Labor,1978.0,9.73,-0.54,-0.19,"{179.2, 179.1}",2.0,23562.0
2059,Mr,Male,Married,8/23/2021,4/2/2022,Inactive,4/2/2022,Labour,Contarct Basis,Buddhist,Mason,1955.0,9.82,-0.58,-0.24,{179.2},0.0,31356.0
2060,Mr,Male,Married,8/23/2021,4/1/2022,Inactive,4/1/2022,Labour,Contarct Basis,Buddhist,Mason,1975.0,9.71,-0.58,-0.13,{179.2},0.0,35536.0
2062,Mr,Male,Married,8/23/2021,4/2/2022,Inactive,4/2/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1967.0,9.79,-0.6,-0.19,{179.2},0.0,24158.0
2063,Mr,Male,Married,8/23/2021,4/30/2022,Inactive,4/30/2022,Staff,Contarct Basis,Buddhist,Technical Officer,1994.0,9.79,0.54,-2.55,{203.0},2.0,65872.0
2065,Mr,Male,Married,8/20/2021,3/16/2022,Inactive,3/16/2022,Labour,Contarct Basis,Buddhist,Security,1978.0,11.59,-0.7,-1.89,{203.0},14.0,31483.0
2068,Mr,Male,Single,8/20/2021,\N,Active,\N,Labour,Contarct Basis,Buddhist,Stores Helper,1997.0,10.32,-0.36,-0.63,{203.0},5.0,34785.0
2070,Ms,Female,Married,8/21/2021,10/31/2021,Inactive,10/31/2021,Labour,Contarct Basis,Buddhist,Unskilled Labor,1988.0,10.06,-0.87,-0.19,{203.0},10.0,20222.0
2073,Mr,Male,Married,8/25/2021,5/7/2022,Inactive,5/7/2022,Labour,Contarct Basis,Buddhist,Mason,1955.0,9.86,-0.77,-0.09,"{179.2, 179.1}",2.0,42405.0
2079,Mr,Male,Married,8/17/2021,3/22/2022,Inactive,3/22/2022,Labour,Contarct Basis,Buddhist,Driver,1976.0,12.13,-1.41,-1.72,{196.0},0.0,41173.0
2080,Mr,Male,Single,8/20/2021,1/20/2022,Inactive,1/20/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,2003.0,10.28,-0.45,-0.82,{196.0},4.0,24017.0
2085,Mr,Male,Married,8/26/2021,2/10/2022,Inactive,2/10/2022,Labour,Contarct Basis,Buddhist,Driver,1986.0,9.7,-0.18,-0.52,{196.0},4.0,23728.0
2086,Mr,Male,Married,8/26/2021,4/9/2022,Inactive,4/9/2022,Labour,Contarct Basis,Buddhist,Driver,1977.0,9.96,-0.38,-0.58,{196.0},2.0,28838.0
2088,Mr,Male,Single,8/31/2021,\N,Active,\N,Labour,Contarct Basis,Buddhist,Helper,2002.0,11.43,-0.98,-1.53,"{1.0, 193.0, 194.1, 196.0, 197.0, 198.1, 199.1, 203.0, 189.0}",15.0,NA
2089,Mr,Male,Single,8/27/2021,\N,Active,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,2002.0,9.76,-0.13,-0.55,{195.0},4.0,25084.0
2093,Mr,Male,Married,8/25/2021,10/31/2021,Inactive,10/31/2021,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972.0,11.12,-0.46,-1.66,{193.0},0.0,3000.0
2094,Mr,Male,Married,8/31/2021,\N,Active,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1989.0,10.35,0.51,-3.1,"{202.0, 197.0}",2.0,73079.0
2096,Mr,Male,Married,8/13/2021,10/31/2021,Inactive,10/31/2021,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994.0,9.9,-0.67,-0.23,{193.0},0.0,2390.0
2097,Mr,Male,Single,8/27/2021,\N,Active,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,2002.0,9.7,-0.22,-0.42,{195.0},3.0,30463.0
2101,Mr,Male,Single,9/1/2021,4/7/2022,Inactive,4/7/2022,Labour,Contarct Basis,Buddhist,Mason,1993.0,9.51,-0.16,-0.35,{179.2},0.0,40040.0
2102,Mr,Male,Married,9/1/2021,3/31/2022,Inactive,3/31/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1966.0,9.23,-0.24,0.02,{179.2},0.0,29003.0
2105,Mr,Male,Single,9/1/2021,3/29/2022,Inactive,3/29/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1993.0,9.72,-0.42,-0.3,{179.2},0.0,26732.0
2106,Mr,Male,Single,9/2/2021,4/30/2022,Inactive,4/30/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1985.0,9.56,-0.37,-0.19,{179.2},0.0,26940.0
2107,Mr,Male,Married,9/1/2021,5/6/2022,Inactive,5/6/2022,Staff,Contarct Basis,Buddhist,Assistant Accountant,1985.0,9.58,-0.75,-0.71,{1.0},0.0,81445.0
2110,Mr,Male,Married,9/1/2021,12/18/2021,Inactive,12/18/2021,Staff,Contarct Basis,Buddhist,Mechanical Engineer,1993.0,9.39,0.1,-1.46,{202.0},1.0,93284.0
2111,Mr,Male,Married,9/1/2021,12/27/2021,Inactive,12/27/2021,Staff,Contarct Basis,Buddhist,Site Engineer,1994.0,9.75,0.37,-1.85,{203.0},5.0,106088.0
2112,Mr,Male,Married,9/1/2021,10/1/2021,Inactive,10/1/2021,Staff,Contarct Basis,Buddhist,Technical Officer,1986.0,10.94,0.77,-3.03,{203.0},1.0,NA
2116,Mr,Male,Married,9/6/2021,4/9/2022,Inactive,4/9/2022,Labour,Contarct Basis,Buddhist,Mason,1991.0,9.62,-0.36,-0.26,{179.2},0.0,44821.0
2119,Mr,Male,Married,9/8/2021,9/7/2022,Inactive,9/7/2022,Staff,Contarct Basis,Buddhist,Project Manager,1982.0,9.24,0.78,-2.13,"{194.1, 189.0, 206.0}",1.0,246104.0
2120,Mr,Male,Married,9/9/2021,3/30/2022,Inactive,3/30/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1969.0,9.5,-0.33,-0.17,{179.2},0.0,25464.0
2121,Mr,Male,Married,9/4/2021,3/29/2022,Inactive,3/29/2022,Labour,Contarct Basis,Buddhist,Operator - JCB,1991.0,11.7,-0.27,-2.43,{195.0},0.0,58147.0
2122,Mr,Male,Single,9/10/2021,4/7/2022,Inactive,4/7/2022,Labour,Contarct Basis,Buddhist,Mason,2000.0,9.93,-0.52,-0.42,{179.2},0.0,38509.0
2123,Mr,Male,Single,9/10/2021,2/11/2022,Inactive,2/11/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1997.0,9.89,-0.57,-0.31,{179.2},0.0,21395.0
2124,Mr,Male,Married,9/1/2021,3/14/2022,Inactive,3/14/2022,Staff,Contarct Basis,Buddhist,Site Engineer,1950.0,8.67,0.22,-1.48,{205.0},0.0,138725.0
2126,Mr,Male,Married,9/1/2021,\N,Active,\N,Labour,Contarct Basis,Buddhist,Driver,1987.0,10.38,-0.35,-0.66,{203.0},1.0,32202.0
2127,Mr,Male,Single,9/1/2021,10/31/2021,Inactive,10/31/2021,Labour,Contarct Basis,Buddhist,Unskilled Labor,1999.0,9.69,-0.21,-0.48,{203.0},6.0,17838.0
2132,Mr,Male,Married,9/13/2021,4/7/2022,Inactive,4/7/2022,Labour,Contarct Basis,Buddhist,Mason,1958.0,9.65,-0.47,-0.17,{179.2},0.0,42134.0
2133,Mr,Male,Married,9/13/2021,4/10/2022,Inactive,4/10/2022,Labour,Contarct Basis,Buddhist,Mason,1973.0,9.51,-0.33,-0.18,{179.2},0.0,39821.0
2134,Mr,Male,Married,9/13/2021,9/14/2021,Inactive,9/14/2021,Staff,Contarct Basis,Muslim,Planning Engineer,1994.0,1.32,7.28,-0.1,{1.0},0.0,NA
2135,Mr,Male,Married,9/13/2021,\N,Active,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1993.0,10.25,0.7,-2.66,"{205.0, 206.0}",2.0,89241.0
2136,Mr,Male,Married,9/6/2021,1/1/2022,Inactive,1/1/2022,Staff,Contarct Basis,Buddhist,Trainee Safety Officer,1995.0,8.6,-0.05,-0.06,{179.2},1.0,NA
2137,Mr,Male,Single,9/14/2021,5/9/2022,Inactive,5/9/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1977.0,9.53,-0.35,-0.18,{179.2},0.0,30080.0
2138,Mr,Male,Married,9/14/2021,12/31/2021,Inactive,12/31/2021,Labour,Contarct Basis,Buddhist,Unskilled Labor,1974.0,9.5,-0.34,-0.16,{179.2},0.0,21162.0
2140,Mr,Male,Married,9/1/2021,\N,Active,\N,Labour,Contarct Basis,Buddhist,Electrician,1968.0,10.3,-0.21,-0.01,{198.1},0.0,13701.0
2142,Mr,Male,Single,9/13/2021,4/8/2022,Inactive,4/8/2022,Labour,Contarct Basis,Buddhist,Electrician,1979.0,10.52,-0.13,-0.7,{198.1},0.0,19456.0
2146,Mr,Male,Single,9/15/2021,\N,Active,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1996.0,11.14,5.36,5.43,{199.1},0.0,39843.0
2147,Mr,Male,Married,9/16/2021,4/1/2022,Inactive,4/1/2022,Labour,Contarct Basis,Buddhist,Skilled Labor,1987.0,9.6,-0.29,-0.3,{179.2},0.0,39200.0
2148,Mr,Male,Married,9/16/2021,4/7/2022,Inactive,4/7/2022,Labour,Contarct Basis,Catholic,Skilled Labor,1987.0,9.62,-0.34,-0.28,{179.2},0.0,46950.0
2150,Mr,Male,Married,9/17/2021,3/30/2022,Inactive,3/30/2022,Labour,Contarct Basis,Hindu,Unskilled Labor,1987.0,9.58,-0.22,-0.36,{179.2},1.0,26464.0
2153,Mr,Male,Married,9/21/2021,4/7/2022,Inactive,4/7/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1987.0,9.52,-0.36,-0.16,{179.2},0.0,18571.0
2158,Mr,Male,Married,9/8/2021,\N,Active,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1970.0,9.94,-0.33,-0.45,{198.1},2.0,26468.0
2159,Mr,Male,Married,9/15/2021,12/31/2021,Inactive,12/31/2021,Labour,Contarct Basis,Buddhist,Operator - JCB,1994.0,9.5,-0.09,-0.42,{193.0},0.0,21483.0
2160,Mr,Male,Single,9/16/2021,5/19/2022,Inactive,5/19/2022,Labour,Contarct Basis,Buddhist,Unskilled Labor,1995.0,9.72,0.01,-0.73,{179.2},1.0,35980.0
2161,Mr,Male,Single,9/10/2021,12/18/2022,Inactive,12/18/2022,Staff,Contarct Basis,Buddhist,Store Keeper,2000.0,10.37,0.32,-2.89,{202.0},1.0,43118.0
2162,Mr,Male,Married,9/13/2021,1/31/2022,Inactive,1/31/2022,Staff,Contarct Basis,Buddhist,Assistant QS,1995.0,8.88,0.0,-0.62,{202.0},0.0,69241.0
2163,Ms,Female,Married,9/21/2021,2/6/2022,Inactive,2/6/2022,Staff,Contarct Basis,Buddhist,Account Executive,1989.0,8.91,-0.18,-0.69,{1.0},0.0,49138.0
2165,Mr,Male,Married,9/27/2021,1/6/2022,Inactive,1/6/2022,Staff,Contarct Basis,Buddhist,Assistant QS,1996.0,12.22,0.75,-5.37,{201.0},0.0,30682.0
2166,Mr,Male,Single,9/27/2021,\N,Active,\N,Labour,Contarct Basis,Buddhist,Data Coordinator,1999.0,9.88,-0.11,-0.76,{196.0},2.0,27971.0
